RANK,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,Type,UID,Population Sum,% of Population,Total
2826,50,35,33,0,0,0,0,A,Mora County,New Mexico,4185,4192,4203,4169,County,Mora County_New Mexico_4185_4192_4203_4169,329137320,99.81%,
2827,50,40,53,0,0,0,0,A,Grant County,Oklahoma,4162,4174,4153,4124,County,Grant County_Oklahoma_4162_4174_4153_4124,329141444,99.81%,
2828,50,20,7,0,0,0,0,A,Barber County,Kansas,4233,4203,4099,4122,County,Barber County_Kansas_4233_4203_4099_4122,329145566,99.81%,
2829,50,38,45,0,0,0,0,A,LaMoure County,North Dakota,4091,4101,4095,4098,County,LaMoure County_North Dakota_4091_4101_4095_4098,329149664,99.81%,
2830,50,31,175,0,0,0,0,A,Valley County,Nebraska,4055,4055,4074,4073,County,Valley County_Nebraska_4055_4055_4074_4073,329153737,99.81%,
2831,50,46,45,0,0,0,0,A,Edmunds County,South Dakota,3981,3982,4028,4065,County,Edmunds County_South Dakota_3981_3982_4028_4065,329157802,99.81%,
2832,50,27,69,0,0,0,0,A,Kittson County,Minnesota,4217,4198,4162,4059,County,Kittson County_Minnesota_4217_4198_4162_4059,329161861,99.82%,
2833,50,51,17,0,0,0,1,A,Bath County,Virginia,4205,4186,4087,4049,County,Bath County_Virginia_4205_4186_4087_4049,329165910,99.82%,
2834,50,31,129,0,0,0,0,A,Nuckolls County,Nebraska,4096,4090,4063,4041,County,Nuckolls County_Nebraska_4096_4090_4063_4041,329169951,99.82%,
2835,50,53,13,0,0,0,0,A,Columbia County,Washington,3952,3949,4015,4026,County,Columbia County_Washington_3952_3949_4015_4026,329173977,99.82%,
2836,50,38,25,0,0,0,0,A,Dunn County,North Dakota,4096,4100,4025,4015,County,Dunn County_North Dakota_4096_4100_4025_4015,329177992,99.82%,
2837,50,35,23,0,0,0,0,A,Hidalgo County,New Mexico,4180,4166,4090,4003,County,Hidalgo County_New Mexico_4180_4166_4090_4003,329181995,99.82%,
2838,50,29,197,0,0,0,0,A,Schuyler County,Missouri,4034,4010,4021,4002,County,Schuyler County_Missouri_4034_4010_4021_4002,329185997,99.82%,
2839,50,20,185,0,0,0,0,A,Stafford County,Kansas,4070,4055,4008,3993,County,Stafford County_Kansas_4070_4055_4008_3993,329189990,99.82%,
2840,50,48,319,0,0,0,0,A,Mason County,Texas,3951,3968,3929,3982,County,Mason County_Texas_3951_3968_3929_3982,329193972,99.83%,
2841,50,35,59,0,0,0,0,A,Union County,New Mexico,4083,4072,4097,3980,County,Union County_New Mexico_4083_4072_4097_3980,329197952,99.83%,
2842,50,46,53,0,0,0,0,A,Gregory County,South Dakota,3991,3997,3952,3962,County,Gregory County_South Dakota_3991_3997_3952_3962,329201914,99.83%,
2843,50,38,69,0,0,0,0,A,Pierce County,North Dakota,3983,3968,3943,3942,County,Pierce County_North Dakota_3983_3968_3943_3942,329205856,99.83%,
2844,50,38,103,0,0,0,0,A,Wells County,North Dakota,3986,3971,3905,3930,County,Wells County_North Dakota_3986_3971_3905_3930,329209786,99.83%,
2845,50,21,189,0,0,0,0,A,Owsley County,Kentucky,4052,4031,3967,3929,County,Owsley County_Kentucky_4052_4031_3967_3929,329213715,99.83%,
2846,50,46,25,0,0,0,0,A,Clark County,South Dakota,3844,3855,3867,3912,County,Clark County_South Dakota_3844_3855_3867_3912,329217627,99.83%,
2847,50,20,119,0,0,0,0,A,Meade County,Kansas,4055,4054,3989,3897,County,Meade County_Kansas_4055_4054_3989_3897,329221524,99.83%,
2848,50,27,125,0,0,0,0,A,Red Lake County,Minnesota,3936,3940,3932,3874,County,Red Lake County_Minnesota_3936_3940_3932_3874,329225398,99.84%,
2849,50,27,77,0,0,0,0,A,Lake of the Woods County,Minnesota,3765,3764,3821,3871,County,Lake of the Woods County_Minnesota_3765_3764_3821_3871,329229269,99.84%,
2850,50,20,93,0,0,0,0,A,Kearny County,Kansas,3981,3961,3892,3855,County,Kearny County_Kansas_3981_3961_3892_3855,329233124,99.84%,
2851,50,22,107,0,0,0,0,A,Tensas Parish,Louisiana,4147,4107,4034,3846,Parish,Tensas Parish_Louisiana_4147_4107_4034_3846,329236970,99.84%,
2852,50,35,3,0,0,0,0,A,Catron County,New Mexico,3582,3611,3726,3827,County,Catron County_New Mexico_3582_3611_3726_3827,329240797,99.84%,
2853,50,46,31,0,0,0,0,A,Corson County,South Dakota,3901,3891,3843,3826,County,Corson County_South Dakota_3901_3891_3843_3826,329244623,99.84%,
2854,50,38,81,0,0,0,0,A,Sargent County,North Dakota,3860,3836,3819,3795,County,Sargent County_North Dakota_3860_3836_3819_3795,329248418,99.84%,
2855,50,29,103,0,0,0,0,A,Knox County,Missouri,3745,3739,3787,3776,County,Knox County_Missouri_3745_3739_3787_3776,329252194,99.84%,
2856,50,31,29,0,0,0,0,A,Chase County,Nebraska,3894,3887,3829,3772,County,Chase County_Nebraska_3894_3887_3829_3772,329255966,99.84%,
2857,50,17,151,0,0,0,0,A,Pope County,Illinois,3768,3758,3770,3770,County,Pope County_Illinois_3768_3758_3770_3770,329259736,99.85%,
2858,50,16,61,0,0,0,0,A,Lewis County,Idaho,3528,3528,3709,3763,County,Lewis County_Idaho_3528_3528_3709_3763,329263499,99.85%,
2859,50,30,97,0,0,0,0,A,Sweet Grass County,Montana,3677,3670,3705,3715,County,Sweet Grass County_Montana_3677_3670_3705_3715,329267214,99.85%,
2860,50,38,85,0,0,0,0,A,Sioux County,North Dakota,3897,3882,3759,3711,County,Sioux County_North Dakota_3897_3882_3759_3711,329270925,99.85%,
2861,50,46,85,0,0,0,0,A,Lyman County,South Dakota,3722,3709,3753,3692,County,Lyman County_South Dakota_3722_3709_3753_3692,329274617,99.85%,
2862,162,13,0,26156,0,0,0,A,Echols County consolidated government,Georgia,3703,3720,3708,3686,government,Echols County consolidated government_Georgia_3703_3720_3708_3686,329278303,99.85%,
2863,50,40,45,0,0,0,0,A,Ellis County,Oklahoma,3747,3739,3731,3657,County,Ellis County_Oklahoma_3747_3739_3731_3657,329281960,99.85%,
2864,50,48,151,0,0,0,0,A,Fisher County,Texas,3671,3676,3678,3622,County,Fisher County_Texas_3671_3676_3678_3622,329285582,99.85%,
2865,50,19,3,0,0,0,0,A,Adams County,Iowa,3708,3710,3642,3611,County,Adams County_Iowa_3708_3710_3642_3611,329289193,99.85%,
2866,50,8,23,0,0,0,0,A,Costilla County,Colorado,3496,3501,3595,3603,County,Costilla County_Colorado_3496_3501_3595_3603,329292796,99.86%,
2867,50,38,19,0,0,0,0,A,Cavalier County,North Dakota,3706,3694,3664,3597,County,Cavalier County_North Dakota_3706_3694_3664_3597,329296393,99.86%,
2868,50,17,69,0,0,0,0,A,Hardin County,Illinois,3647,3641,3650,3597,County,Hardin County_Illinois_3647_3641_3650_3597,329299990,99.86%,
2869,50,20,81,0,0,0,0,A,Haskell County,Kansas,3781,3759,3646,3576,County,Haskell County_Kansas_3781_3759_3646_3576,329303566,99.86%,
2870,50,30,91,0,0,0,0,A,Sheridan County,Montana,3542,3536,3569,3564,County,Sheridan County_Montana_3542_3536_3569_3564,329307130,99.86%,
2871,50,20,183,0,0,0,0,A,Smith County,Kansas,3560,3552,3555,3533,County,Smith County_Kansas_3560_3552_3555_3533,329310663,99.86%,
2872,50,48,197,0,0,0,0,A,Hardeman County,Texas,3549,3559,3544,3516,County,Hardeman County_Texas_3549_3559_3544_3516,329314179,99.86%,
2873,50,30,39,0,0,0,0,A,Granite County,Montana,3306,3308,3355,3502,County,Granite County_Montana_3306_3308_3355_3502,329317681,99.86%,
2874,50,20,141,0,0,0,0,A,Osborne County,Kansas,3501,3497,3485,3490,County,Osborne County_Kansas_3501_3497_3485_3490,329321171,99.86%,
2875,50,28,125,0,0,0,0,A,Sharkey County,Mississippi,3798,3769,3648,3488,County,Sharkey County_Mississippi_3798_3769_3648_3488,329324659,99.87%,
2876,50,48,23,0,0,0,0,A,Baylor County,Texas,3465,3461,3456,3466,County,Baylor County_Texas_3465_3461_3456_3466,329328125,99.87%,
2877,50,46,61,0,0,0,0,A,Hanson County,South Dakota,3462,3465,3496,3461,County,Hanson County_South Dakota_3462_3465_3496_3461,329331586,99.87%,
2878,50,29,129,0,0,0,0,A,Mercer County,Missouri,3537,3513,3469,3437,County,Mercer County_Missouri_3537_3513_3469_3437,329335023,99.87%,
2879,50,8,9,0,0,0,0,A,Baca County,Colorado,3510,3482,3487,3432,County,Baca County_Colorado_3510_3482_3487_3432,329338455,99.87%,
2880,50,48,229,0,0,0,0,A,Hudspeth County,Texas,3206,3203,3289,3432,County,Hudspeth County_Texas_3206_3203_3289_3432,329341887,99.87%,
2881,50,20,19,0,0,0,0,A,Chautauqua County,Kansas,3383,3385,3391,3415,County,Chautauqua County_Kansas_3383_3385_3391_3415,329345302,99.87%,
2882,50,2,13,0,0,0,0,A,Aleutians East Borough,Alaska,3419,3425,3424,3398,Borough,Aleutians East Borough_Alaska_3419_3425_3424_3398,329348700,99.87%,
2883,50,38,31,0,0,0,0,A,Foster County,North Dakota,3396,3388,3362,3378,County,Foster County_North Dakota_3396_3388_3362_3378,329352078,99.87%,
2884,50,37,177,0,0,0,0,A,Tyrrell County,North Carolina,3247,3239,3377,3365,County,Tyrrell County_North Carolina_3247_3239_3377_3365,329355443,99.87%,
2885,50,2,195,0,0,0,0,A,Petersburg Borough,Alaska,3399,3405,3373,3360,Borough,Petersburg Borough_Alaska_3399_3405_3373_3360,329358803,99.88%,
2886,50,48,95,0,0,0,0,A,Concho County,Texas,3303,3303,3336,3340,County,Concho County_Texas_3303_3303_3336_3340,329362143,99.88%,
2887,50,48,129,0,0,0,0,A,Donley County,Texas,3261,3279,3364,3339,County,Donley County_Texas_3261_3279_3364_3339,329365482,99.88%,
2888,50,31,181,0,0,0,0,A,Webster County,Nebraska,3396,3390,3393,3336,County,Webster County_Nebraska_3396_3390_3393_3336,329368818,99.88%,
2889,50,46,7,0,0,0,0,A,Bennett County,South Dakota,3378,3389,3400,3336,County,Bennett County_South Dakota_3378_3389_3400_3336,329372154,99.88%,
2890,50,48,81,0,0,0,0,A,Coke County,Texas,3280,3295,3313,3333,County,Coke County_Texas_3280_3295_3313_3333,329375487,99.88%,
2891,50,31,125,0,0,0,0,A,Nance County,Nebraska,3377,3390,3380,3326,County,Nance County_Nebraska_3377_3390_3380_3326,329378813,99.88%,
2892,50,40,129,0,0,0,0,A,Roger Mills County,Oklahoma,3439,3428,3361,3320,County,Roger Mills County_Oklahoma_3439_3428_3361_3320,329382133,99.88%,
2893,50,31,105,0,0,0,0,A,Kimball County,Nebraska,3438,3411,3405,3315,County,Kimball County_Nebraska_3438_3411_3405_3315,329385448,99.88%,
2894,50,27,155,0,0,0,0,A,Traverse County,Minnesota,3366,3361,3287,3275,County,Traverse County_Minnesota_3366_3361_3287_3275,329388723,99.88%,
2895,50,48,275,0,0,0,0,A,Knox County,Texas,3353,3346,3307,3273,County,Knox County_Texas_3353_3346_3307_3273,329391996,99.89%,
2896,50,38,29,0,0,0,0,A,Emmons County,North Dakota,3306,3293,3262,3250,County,Emmons County_North Dakota_3306_3293_3262_3250,329395246,99.89%,
2897,50,48,211,0,0,0,0,A,Hemphill County,Texas,3383,3363,3315,3217,County,Hemphill County_Texas_3383_3363_3315_3217,329398463,99.89%,
2898,50,48,435,0,0,0,0,A,Sutton County,Texas,3372,3355,3284,3217,County,Sutton County_Texas_3372_3355_3284_3217,329401680,99.89%,
2899,50,6,91,0,0,0,0,A,Sierra County,California,3234,3228,3295,3217,County,Sierra County_California_3234_3228_3295_3217,329404897,99.89%,
2900,50,48,417,0,0,0,0,A,Shackelford County,Texas,3102,3105,3177,3186,County,Shackelford County_Texas_3102_3105_3177_3186,329408083,99.89%,
2901,50,48,461,0,0,0,0,A,Upton County,Texas,3308,3301,3241,3152,County,Upton County_Texas_3308_3301_3241_3152,329411235,99.89%,
2902,50,46,59,0,0,0,0,A,Hand County,South Dakota,3146,3145,3095,3140,County,Hand County_South Dakota_3146_3145_3095_3140,329414375,99.89%,
2903,50,48,383,0,0,0,0,A,Reagan County,Texas,3383,3378,3228,3135,County,Reagan County_Texas_3383_3378_3228_3135,329417510,99.89%,
2904,50,40,59,0,0,0,0,A,Harper County,Oklahoma,3266,3248,3172,3129,County,Harper County_Oklahoma_3266_3248_3172_3129,329420639,99.89%,
2905,50,48,271,0,0,0,0,A,Kinney County,Texas,3131,3124,3117,3128,County,Kinney County_Texas_3131_3124_3117_3128,329423767,99.90%,
2906,50,20,207,0,0,0,0,A,Woodson County,Kansas,3115,3091,3076,3109,County,Woodson County_Kansas_3115_3091_3076_3109,329426876,99.90%,
2907,50,31,83,0,0,0,0,A,Harlan County,Nebraska,3076,3057,3097,3054,County,Harlan County_Nebraska_3076_3057_3097_3054,329429930,99.90%,
2908,50,30,25,0,0,0,0,A,Fallon County,Montana,3049,3028,2984,3011,County,Fallon County_Montana_3049_3028_2984_3011,329432941,99.90%,
2909,50,46,117,0,0,0,0,A,Stanley County,South Dakota,2980,2969,3017,2999,County,Stanley County_South Dakota_2980_2969_3017_2999,329435940,99.90%,
2910,50,38,63,0,0,0,0,A,Nelson County,North Dakota,3015,2993,3044,2995,County,Nelson County_North Dakota_3015_2993_3044_2995,329438935,99.90%,
2911,50,31,163,0,0,0,0,A,Sherman County,Nebraska,2959,2956,2953,2980,County,Sherman County_Nebraska_2959_2956_2953_2980,329441915,99.90%,
2912,50,48,105,0,0,0,1,A,Crockett County,Texas,3097,3094,3015,2943,County,Crockett County_Texas_3097_3094_3015_2943,329444858,99.90%,
2913,50,13,125,0,0,0,0,A,Glascock County,Georgia,2882,2894,2906,2939,County,Glascock County_Georgia_2882_2894_2906_2939,329447797,99.90%,
2914,50,20,165,0,0,0,0,A,Rush County,Kansas,2951,2938,2925,2927,County,Rush County_Kansas_2951_2938_2925_2927,329450724,99.90%,
2915,50,20,105,0,0,0,0,A,Lincoln County,Kansas,2940,2948,2907,2899,County,Lincoln County_Kansas_2940_2948_2907_2899,329453623,99.90%,
2916,50,20,89,0,0,0,0,A,Jewell County,Kansas,2938,2936,2946,2898,County,Jewell County_Kansas_2938_2936_2946_2898,329456521,99.91%,
2917,50,38,11,0,0,0,0,A,Bowman County,North Dakota,2997,2984,2902,2894,County,Bowman County_North Dakota_2997_2984_2902_2894,329459415,99.91%,
2918,50,31,61,0,0,0,0,A,Franklin County,Nebraska,2890,2890,2891,2873,County,Franklin County_Nebraska_2890_2890_2891_2873,329462288,99.91%,
2919,50,31,17,0,0,0,0,A,Brown County,Nebraska,2902,2902,2912,2872,County,Brown County_Nebraska_2902_2902_2912_2872,329465160,99.91%,
2920,50,48,295,0,0,0,0,A,Lipscomb County,Texas,3058,3036,2907,2854,County,Lipscomb County_Texas_3058_3036_2907_2854,329468014,99.91%,
2921,50,13,61,0,0,0,0,A,Clay County,Georgia,2847,2830,2859,2845,County,Clay County_Georgia_2847_2830_2859_2845,329470859,99.91%,
2922,50,48,385,0,0,0,0,A,Real County,Texas,2751,2743,2806,2840,County,Real County_Texas_2751_2743_2806_2840,329473699,99.91%,
2923,50,31,135,0,0,0,0,A,Perkins County,Nebraska,2861,2863,2822,2829,County,Perkins County_Nebraska_2861_2863_2822_2829,329476528,99.91%,
2924,50,46,71,0,0,0,0,A,Jackson County,South Dakota,2807,2801,2846,2821,County,Jackson County_South Dakota_2807_2801_2846_2821,329479349,99.91%,
2925,50,48,191,0,0,0,0,A,Hall County,Texas,2817,2797,2845,2810,County,Hall County_Texas_2817_2797_2845_2810,329482159,99.91%,
2926,50,46,105,0,0,0,0,A,Perkins County,South Dakota,2842,2842,2823,2804,County,Perkins County_South Dakota_2842_2842_2823_2804,329484963,99.91%,
2927,50,48,421,0,0,0,0,A,Sherman County,Texas,2780,2787,2791,2799,County,Sherman County_Texas_2780_2787_2791_2799,329487762,99.91%,
2928,50,13,7,0,0,0,0,A,Baker County,Georgia,2875,2851,2827,2788,County,Baker County_Georgia_2875_2851_2827_2788,329490550,99.92%,
2929,50,46,43,0,0,0,0,A,Douglas County,South Dakota,2828,2829,2809,2776,County,Douglas County_South Dakota_2828_2829_2809_2776,329493326,99.92%,
2930,50,46,3,0,0,0,0,A,Aurora County,South Dakota,2746,2733,2732,2755,County,Aurora County_South Dakota_2746_2733_2732_2755,329496081,99.92%,
2931,50,20,195,0,0,0,0,A,Trego County,Kansas,2807,2805,2792,2752,County,Trego County_Kansas_2807_2805_2792_2752,329498833,99.92%,
2932,50,20,47,0,0,0,0,A,Edwards County,Kansas,2901,2883,2800,2739,County,Edwards County_Kansas_2901_2883_2800_2739,329501572,99.92%,
2933,50,20,63,0,0,0,0,A,Gove County,Kansas,2717,2707,2735,2717,County,Gove County_Kansas_2717_2707_2735_2717,329504289,99.92%,
2934,50,20,109,0,0,0,0,A,Logan County,Kansas,2762,2743,2710,2705,County,Logan County_Kansas_2762_2743_2710_2705,329506994,99.92%,
2935,50,20,39,0,0,0,0,A,Decatur County,Kansas,2770,2765,2764,2689,County,Decatur County_Kansas_2770_2765_2764_2689,329509683,99.92%,
2936,50,16,23,0,0,0,0,A,Butte County,Idaho,2575,2583,2650,2684,County,Butte County_Idaho_2575_2583_2650_2684,329512367,99.92%,
2937,50,20,135,0,0,0,0,A,Ness County,Kansas,2676,2667,2651,2645,County,Ness County_Kansas_2676_2667_2651_2645,329515012,99.92%,
2938,50,49,55,0,0,0,0,A,Wayne County,Utah,2490,2508,2567,2645,County,Wayne County_Utah_2490_2508_2567_2645,329517657,99.92%,
2939,50,31,63,0,0,0,0,A,Frontier County,Nebraska,2519,2504,2555,2633,County,Frontier County_Nebraska_2519_2504_2555_2633,329520290,99.92%,
2940,50,49,33,0,0,0,0,A,Rich County,Utah,2510,2500,2581,2628,County,Rich County_Utah_2510_2500_2581_2628,329522918,99.93%,
2941,50,20,129,0,0,0,0,A,Morton County,Kansas,2697,2697,2669,2599,County,Morton County_Kansas_2697_2697_2669_2599,329525517,99.93%,
2942,50,31,87,0,0,0,0,A,Hitchcock County,Nebraska,2616,2622,2594,2598,County,Hitchcock County_Nebraska_2616_2622_2594_2598,329528115,99.93%,
2943,50,20,23,0,0,0,0,A,Cheyenne County,Kansas,2616,2615,2624,2583,County,Cheyenne County_Kansas_2616_2615_2624_2583,329530698,99.93%,
2944,50,48,87,0,0,0,0,A,Collingsworth County,Texas,2648,2638,2603,2568,County,Collingsworth County_Texas_2648_2638_2603_2568,329533266,99.93%,
2945,50,20,17,0,0,0,0,A,Chase County,Kansas,2576,2574,2598,2548,County,Chase County_Kansas_2576_2574_2598_2548,329535814,99.93%,
2946,50,20,153,0,0,0,0,A,Rawlins County,Kansas,2560,2565,2559,2528,County,Rawlins County_Kansas_2560_2565_2559_2528,329538342,99.93%,
2947,50,31,133,0,0,0,0,A,Pawnee County,Nebraska,2545,2536,2540,2528,County,Pawnee County_Nebraska_2545_2536_2540_2528,329540870,99.93%,
2948,50,48,79,0,0,0,0,A,Cochran County,Texas,2543,2557,2491,2526,County,Cochran County_Texas_2543_2557_2491_2526,329543396,99.93%,
2949,50,38,51,0,0,0,0,A,McIntosh County,North Dakota,2529,2511,2506,2475,County,McIntosh County_North Dakota_2529_2511_2506_2475,329545871,99.93%,
2950,50,8,33,0,0,0,0,A,Dolores County,Colorado,2326,2332,2370,2455,County,Dolores County_Colorado_2326_2332_2370_2455,329548326,99.93%,
2951,50,20,49,0,0,0,0,A,Elk County,Kansas,2479,2474,2431,2441,County,Elk County_Kansas_2479_2474_2431_2441,329550767,99.93%,
2952,50,46,107,0,0,0,0,A,Potter County,South Dakota,2480,2480,2471,2438,County,Potter County_South Dakota_2480_2480_2471_2438,329553205,99.93%,
2953,50,20,75,0,0,0,0,A,Hamilton County,Kansas,2518,2489,2468,2430,County,Hamilton County_Kansas_2518_2489_2468_2430,329555635,99.94%,
2954,50,40,57,0,0,0,0,A,Harmon County,Oklahoma,2488,2473,2413,2428,County,Harmon County_Oklahoma_2488_2473_2413_2428,329558063,99.94%,
2955,50,20,179,0,0,0,0,A,Sheridan County,Kansas,2448,2451,2452,2425,County,Sheridan County_Kansas_2448_2451_2452_2425,329560488,99.94%,
2956,50,46,111,0,0,0,0,A,Sanborn County,South Dakota,2330,2325,2383,2415,County,Sanborn County_South Dakota_2330_2325_2383_2415,329562903,99.94%,
2957,50,20,65,0,0,0,0,A,Graham County,Kansas,2417,2408,2408,2411,County,Graham County_Kansas_2417_2408_2408_2411,329565314,99.94%,
2958,50,38,41,0,0,0,0,A,Hettinger County,North Dakota,2483,2467,2422,2406,County,Hettinger County_North Dakota_2483_2467_2422_2406,329567720,99.94%,
2959,50,20,97,0,0,0,0,A,Kiowa County,Kansas,2458,2452,2408,2404,County,Kiowa County_Kansas_2458_2452_2408_2404,329570124,99.94%,
2960,50,46,137,0,0,0,0,A,Ziebach County,South Dakota,2413,2392,2400,2395,County,Ziebach County_South Dakota_2413_2392_2400_2395,329572519,99.94%,
2961,50,46,89,0,0,0,0,A,McPherson County,South Dakota,2409,2402,2414,2395,County,McPherson County_South Dakota_2409_2402_2414_2395,329574914,99.94%,
2962,50,38,43,0,0,0,0,A,Kidder County,North Dakota,2395,2387,2361,2393,County,Kidder County_North Dakota_2395_2387_2361_2393,329577307,99.94%,
2963,50,56,27,0,0,0,0,A,Niobrara County,Wyoming,2469,2452,2414,2380,County,Niobrara County_Wyoming_2469_2452_2414_2380,329579687,99.94%,
2964,50,53,23,0,0,0,0,A,Garfield County,Washington,2288,2298,2354,2363,County,Garfield County_Washington_2288_2298_2354_2363,329582050,99.94%,
2965,50,48,413,0,0,0,0,A,Schleicher County,Texas,2454,2445,2443,2357,County,Schleicher County_Texas_2454_2445_2443_2357,329584407,99.94%,
2966,162,13,0,81128,0,0,0,A,Webster County unified government,Georgia,2349,2352,2356,2328,government,Webster County unified government_Georgia_2349_2352_2356_2328,329586735,99.94%,
2967,50,38,27,0,0,0,0,A,Eddy County,North Dakota,2338,2320,2322,2314,County,Eddy County_North Dakota_2338_2320_2322_2314,329589049,99.95%,
2968,50,46,97,0,0,0,0,A,Miner County,South Dakota,2307,2310,2329,2304,County,Miner County_South Dakota_2307_2310_2329_2304,329591353,99.95%,
2969,50,51,91,0,0,0,0,A,Highland County,Virginia,2233,2241,2241,2301,County,Highland County_Virginia_2233_2241_2241_2301,329593654,99.95%,
2970,50,8,115,0,0,0,0,A,Sedgwick County,Colorado,2402,2390,2331,2295,County,Sedgwick County_Colorado_2402_2390_2331_2295,329595949,99.95%,
2971,50,38,39,0,0,0,0,A,Griggs County,North Dakota,2306,2297,2284,2252,County,Griggs County_North Dakota_2306_2297_2284_2252,329598201,99.95%,
2972,50,40,25,0,0,0,0,A,Cimarron County,Oklahoma,2293,2290,2255,2252,County,Cimarron County_Oklahoma_2293_2290_2255_2252,329600453,99.95%,
2973,162,13,0,32528,0,0,0,A,Georgetown-Quitman County unified government,Georgia,2238,2228,2236,2249,government,Georgetown-Quitman County unified government_Georgia_2238_2228_2236_2249,329602702,99.95%,
2974,50,38,37,0,0,0,0,A,Grant County,North Dakota,2302,2289,2311,2243,County,Grant County_North Dakota_2302_2289_2311_2243,329604945,99.95%,
2975,50,21,201,0,0,0,0,A,Robertson County,Kentucky,2192,2181,2250,2229,County,Robertson County_Kentucky_2192_2181_2250_2229,329607174,99.95%,
2976,50,31,77,0,0,0,0,A,Greeley County,Nebraska,2186,2175,2184,2227,County,Greeley County_Nebraska_2186_2175_2184_2227,329609401,99.95%,
